nbjet,njjet,ptb1,ptb2,pta1,pta2,ptaa,etab1,etab2,etaa1,etaa2,etaaa,mbb,maa,mb1h,mbbh,met,ht,drbamin,drba1,dphiba1,dphibb,class,weight
1,0,44.5531,0,108.479,40.4986,83.3473,0.997275,0,2.65505,2.58439,3.21358,4.33275,123.57,241.463,241.463,32.6132,262.516,2.69987,3.0757,2.59069,0.514351,3,-1.98459e-08
1,0,33.1244,0,90.4461,41.2992,50.0818,0.77788,0,-1.24094,-0.822497,-1.99807,4.36873,124.548,219.472,219.472,10.6488,221.589,1.30277,3.26575,2.567,0.593457,3,-1.98459e-08
1,0,48.6425,0,84.5942,60.217,96.5893,-0.0970309,0,-0.0988065,0.732448,0.401056,10.3069,123.968,201.806,201.806,17.3192,291.822,2.08389,2.08389,2.08389,0.056517,3,-1.98459e-08
1,0,88.9455,0,91.9268,49.1297,126.54,1.07794,0,2.42413,0.963202,2.21025,13.2311,123.956,284.213,284.213,5.18123,320.341,0.969678,2.96736,2.64443,2.78627,3,-1.98459e-08
1,0,44.9597,0,48.7811,47.8068,62.0593,1.76822,0,-2.15707,-0.339962,-1.99804,5.36343,124.677,385.773,385.773,16.779,216.432,2.20553,4.96166,3.03483,2.57505,3,-1.98459e-08
1,0,46.0037,0,97.632,59.9809,100.033,2.4034,0,0.00460413,0.355423,0.220337,4.03797,124.753,310.301,310.301,14.1627,300.87,0.18719,3.3716,2.36927,2.18214,3,-1.98459e-08
1,0,52.465,0,88.0128,33.8614,71.7372,0.226106,0,0.572653,-0.736358,0.354301,7.66198,124.843,196.069,196.069,0.366329,232.902,0.581966,2.72923,2.70713,2.60344,3,1.98459e-08
1,1,54.5167,0,131.086,29.9113,114.588,-0.704618,0,-2.55312,-1.74335,-2.77984,10.9936,124.518,285.38,285.38,6.98164,307.437,2.0042,3.49776,2.96941,0.0714763,3,-1.98459e-08
1,0,35.6508,0,109.579,35.8777,73.8387,-1.96974,0,-1.5815,-1.3729,-2.17685,3.32925,126.004,179.363,179.363,13.5919,240.544,0.672104,2.7878,2.76063,2.84663,3,-1.98459e-08
1,0,86.0666,0,110.568,28.587,82.0297,0.333666,0,-1.23134,-0.355908,-1.54559,8.68868,123.354,288.08,288.08,6.28984,292.322,1.35575,3.35523,2.96788,1.43141,3,-1.98459e-08
1,0,45.6561,0,92.9857,47.4466,65.0775,0.2298,0,-1.24223,-1.19884,-1.92852,5.85242,124.477,225.09,225.09,0.856256,328.178,1.2976,2.93876,2.5435,2.1685,3,-1.98459e-08
1,0,34.6116,0,75.5441,55.3627,43.0541,-1.84375,0,0.800646,1.07519,1.88717,5.63559,124.901,301.96,301.96,2.53074,215.279,0.842638,3.6726,2.54857,2.28588,3,-1.98459e-08
1,0,32.7282,0,55.619,50.6799,24.6105,-0.674278,0,0.555226,-0.71695,-0.28215,4.25996,126.116,165.273,165.273,5.09768,218.021,1.80461,1.80461,1.32095,0.542329,3,1.98459e-08
1,0,46.652,0,91.0459,36.0322,72.2164,1.95163,0,0.871419,2.01618,1.84446,3.80663,125.392,199.159,199.159,24.7987,259.128,1.00925,3.16581,2.97581,2.32516,3,-1.98459e-08
1,0,32.2425,0,41.0611,40.8611,17.1875,1.54492,0,0.748656,-1.2183,-1.30464,5.42723,123.65,202.413,202.413,12.9201,219.084,1.90142,1.90142,1.72667,2.16482,3,-1.98459e-08
1,0,37.5588,0,67.7978,64.2045,66.0288,1.32413,0,-0.565006,-1.27629,-1.53707,4.62244,123.941,265.078,265.078,2.42249,261.418,1.34208,2.78903,2.05179,2.55127,3,-1.98459e-08
1,0,32.3977,0,78.8827,48.9684,30.1109,0.995244,0,-0.14008,0.226998,0.00416171,4.98113,126.355,173.8,173.8,4.78358,219.633,1.04356,2.43738,2.15682,0.0214766,3,-1.98459e-08
1,0,56.8947,0,83.1608,76.6251,98.6337,-1.03833,0,-2.22457,-2.1615,-2.66956,8.48166,125.811,243.598,243.598,11.0085,306.018,2.31922,2.7079,2.43424,3.09005,3,-1.98459e-08
1,0,32.2138,0,57.4514,53.1399,4.72172,1.24828,0,2.90253,1.90576,5.68709,6.45794,124.503,174.687,174.687,5.53219,226.174,3.01835,3.45925,3.03807,2.40931,3,1.98459e-08
1,0,38.2272,0,93.6028,47.5476,66.3479,-1.94451,0,1.43194,1.19938,2.06164,6.143,125.551,409.911,409.911,4.52919,248.773,1.43853,4.31727,2.69043,2.82797,3,-1.98459e-08
1,0,31.4151,0,69.5496,53.1821,20.6103,-0.910673,0,1.46933,0.910191,2.9609,4.52177,125.798,226.419,226.419,2.25628,235.128,1.06298,2.98173,1.79618,2.10081,3,-1.98459e-08
1,0,68.3321,0,122.706,36.1735,99.9604,-0.573644,0,-0.355762,0.0221325,-0.42506,6.48368,126.064,228.688,228.688,4.79628,285.461,0.637322,2.65303,2.64407,3.11034,3,-1.98459e-08
1,0,30.7099,0,83.6772,44.4392,40.9137,1.03646,0,2.30765,1.79898,3.28744,5.75037,125.391,177.176,177.176,6.28553,227.045,2.1801,2.8783,2.58238,1.60034,3,-1.98459e-08
1,0,33.5348,0,70.1697,59.3714,45.5935,2.06291,0,2.69919,2.20048,3.53867,4.6504,125.539,169.297,169.297,4.83001,190.217,2.62807,2.34125,2.25313,0.152106,3,-1.98459e-08
1,0,31.4848,0,78.603,30.9066,66.4109,-2.77562,0,-0.990222,0.627401,-0.924295,4.74613,124.305,253.193,253.193,15.6589,278.74,1.90251,3.33731,2.81957,0.498239,3,-1.98459e-08
1,0,60.6475,0,80.7142,22.4156,64.5487,-1.81771,0,-1.9975,-0.0475812,-2.21798,5.21083,125.793,204.546,204.546,10.0345,218.766,2.04386,3.04448,3.03916,1.27733,3,-1.98459e-08
1,0,44.1927,0,89.1897,45.3343,55.8945,-1.27539,0,0.779147,0.335598,1.27533,6.19083,125.623,248.189,248.189,12.3572,235.554,0.36281,3.60069,2.957,0.505224,3,-1.98459e-08
1,0,50.5425,0,69.7007,53.7975,53.508,-0.134834,0,0.712109,1.62401,1.95449,5.29353,125.415,216.543,216.543,2.03909,225.056,2.07681,2.07681,1.89627,1.83448,3,1.98459e-08
2,0,49.4874,30.7649,76.8871,59.8556,52.7243,-2.05596,-1.52561,1.01563,0.98919,1.83863,32.0993,126.182,407.288,472.195,11.1566,275.542,2.78012,3.75738,2.16408,0.54546,3,-1.98459e-08
1,0,44.2451,0,44.0703,22.4448,56.5702,-1.11778,0,-0.935619,1.93075,0.480334,5.67075,129.169,215.459,215.459,3.522,154.206,3.12597,3.12597,3.12066,1.49024,3,-1.98459e-08
1,0,34.6564,0,52.4431,38.2443,41.4834,2.30093,0,0.729484,2.54961,2.62578,3.43632,123.277,171.181,171.181,5.64737,213.186,2.27283,2.27283,1.64205,2.85152,3,-1.98459e-08
1,2,224.14,0,144.935,139.146,265.116,-0.254715,0,-0.733367,-1.22588,-1.05068,7.67547,124.127,546.586,546.586,23.7695,695.609,2.36232,3.02154,2.98339,0.737791,3,-1.98459e-08
1,0,32.8299,0,83.0906,48.2995,40.1338,-1.2719,0,-0.320418,-0.222822,-0.842063,4.43175,125.263,177.504,177.504,2.64044,212.369,0.237495,3.15138,3.00431,0.53662,3,-1.98459e-08
1,0,70.2251,0,91.6607,57.4333,104.593,2.13092,0,1.25222,2.12041,2.00953,12.0852,124.551,238.282,238.282,8.72807,297.881,1.55321,2.66967,2.52092,1.60201,3,-1.98459e-08
2,0,41.3176,33.6187,64.9318,55.1328,38.9173,-2.67572,0.261137,-0.23171,-1.13886,-1.59999,166.539,126.707,245.46,319.612,3.44291,245.485,1.51478,2.71656,1.18595,2.01759,3,-1.98459e-08
1,0,30.3084,0,82.9188,32.5445,59.896,-0.00259818,0,-0.743557,0.664047,-0.68429,4.85019,126.626,169.327,169.327,9.45795,197.733,1.07066,3.03014,2.93815,2.36364,3,1.98459e-08
1,0,52.849,0,59.9003,40.2455,34.4283,2.21347,0,2.45861,0.954888,3.12759,5.64442,124.108,183.689,183.689,4.52958,231.52,0.96932,2.44902,2.43672,1.12219,3,-1.98459e-08
1,0,86.8335,0,114.718,45.6219,132.108,-1.19283,0,0.717273,-0.372697,0.521923,8.69632,122.941,343.074,343.074,1.15741,321.467,1.89754,3.35343,2.75627,0.308378,3,-1.98459e-08
1,0,66.1995,0,104.187,52.7204,93.7763,1.84151,0,0.337561,0.511021,0.63799,5.50576,126.458,272.588,272.588,8.90875,282.327,1.06527,2.69867,2.24076,2.95005,3,-1.98459e-08
1,0,180.041,0,183.012,116.791,272.257,1.45823,0,0.834015,0.914274,0.934846,21.1032,126.078,489.481,489.481,31.1197,601.704,0.91767,3.10687,3.04352,2.43108,3,-1.98459e-08
1,0,85.3865,0,116.575,32.5811,104.309,-0.168486,0,0.827838,-0.14463,0.873721,14.226,123.496,263.487,263.487,1.82912,306.674,0.62097,3.25711,3.10099,0.48805,3,1.98459e-08
1,0,116.165,0,116.536,51.9739,155.825,0.39816,0,1.04987,-0.223449,0.780662,8.86695,123.835,313.369,313.369,25.9668,363.146,0.427866,3.20053,3.13348,2.66509,3,-1.98459e-08
1,0,30.867,0,55.9473,30.5657,25.6815,-1.04483,0,0.693024,2.65082,3.00035,4.23419,125.538,255.957,255.957,3.44088,209.428,3.38866,3.38866,2.9091,1.14823,3,-1.98459e-08
1,0,41.6804,0,52.193,22.4831,54.0301,-0.920394,0,-2.84776,-0.29872,-2.82838,6.78702,124.162,194.218,194.218,9.60339,214.047,0.758921,3.14587,2.48632,1.39579,3,-1.98459e-08
1,0,145.962,0,201.575,63.9797,234.147,-0.790504,0,0.18953,0.212217,0.22077,6.0492,125.305,448.571,448.571,28.491,621.835,0.211007,2.86878,2.69619,2.78894,3,-1.98459e-08
1,1,158.466,0,214.502,105.787,294.706,0.523362,0,-1.68197,-1.73442,-1.77783,12.6773,125.681,763.622,763.622,36.429,733.781,2.95915,3.48824,2.70265,0.324136,3,-1.98459e-08
2,0,104.062,30.0418,116.887,39.5628,96.9649,-1.27404,-2.12152,-0.243723,0.0952709,-0.255011,121.675,124.943,303.041,368.664,4.77006,330.893,1.75641,3.10682,2.93101,2.71157,3,1.98459e-08
2,0,39.8718,33.6788,46.3408,41.4327,6.11615,-0.0465104,1.43733,-1.28585,0.486602,-2.91856,94.7472,124.31,163.422,251.631,20.2058,201.567,0.657626,3.09851,2.83985,3.07026,3,-1.98459e-08
1,1,79.0772,0,152.325,45.5919,155.429,0.378847,0,1.09334,0.812908,1.22958,8.53568,124.749,280.85,280.85,7.53574,488.585,1.2404,2.89804,2.80858,0.885969,3,-1.98459e-08
1,0,51.3841,0,62.2486,40.0536,41.2546,2.4944,0,0.838514,2.356,2.56984,5.7426,125.28,203.14,203.14,2.50075,206.691,1.05974,3.25495,2.80227,1.20993,3,-1.98459e-08
1,0,138.966,0,145.195,27.4804,118.418,2.09169,0,1.4222,1.39605,1.7646,11.1947,125.685,328.412,328.412,14.4412,429.766,0.703137,3.11245,3.03959,2.91136,3,1.98459e-08
1,0,100.526,0,151.021,34.3595,137.14,0.511245,0,-1.10085,-1.13345,-1.3607,7.81152,124.757,375.566,375.566,5.15412,362.684,1.66475,3.31545,2.89713,0.0733003,3,-1.98459e-08
1,0,35.1452,0,91.469,38.5463,53.6958,2.60903,0,0.361661,-0.349705,0.365233,3.45908,126.022,276.396,276.396,9.11441,293.825,1.68124,3.50421,2.68865,1.03848,3,1.98459e-08
1,1,137.325,0,123.683,51.4123,172.761,-0.920412,0,-0.456397,0.933232,-0.0183766,16.8869,123.284,382.93,382.93,0.580803,508.288,2.87118,2.9337,2.89677,0.311885,3,1.98459e-08
1,0,31.8575,0,79.8226,48.158,42.8252,-1.78311,0,-0.423158,-0.92823,-1.44934,4.70077,124.686,181.995,181.995,3.67096,200,0.50048,2.80944,2.45836,2.72559,3,-1.98459e-08
1,0,53.2292,0,79.4483,33.6766,47.233,1.21437,0,-0.927537,0.332489,-1.2234,7.55431,124.124,249.153,249.153,4.43747,261.078,0.904789,3.78286,3.11805,2.69239,3,-1.98459e-08
2,0,40.5102,34.5413,106.223,29.0336,77.7797,-0.671243,-2.00787,-0.852284,0.11176,-1.05896,54.8284,123.854,182.485,250.434,24.5317,282.596,2.19001,2.77996,2.77406,0.0107006,3,-1.98459e-08
1,0,56.0725,0,110.829,32.588,84.9777,-0.506487,0,-0.838418,-0.0576258,-1.04651,4.30367,125.153,205.861,205.861,17.0072,258.936,0.961327,2.86977,2.85051,1.4837,3,1.98459e-08
1,0,108.009,0,126.497,33.3165,116.096,0.483322,0,-0.656277,-1.54458,-1.14336,7.11821,124.948,340.101,340.101,19.9304,368.389,1.54498,3.03162,2.80927,1.4927,3,-1.98459e-08
1,0,66.581,0,42.319,41.1808,77.6768,0.00940878,0,0.985904,-1.33662,-0.306012,6.88988,124.105,213.713,213.713,11.1153,244.559,2.79761,2.88569,2.71545,0.358677,3,-1.98459e-08
1,0,133.741,0,127.939,33.6861,131.45,1.90425,0,1.40872,2.59795,1.98851,8.33912,125.268,317.434,317.434,18.9504,359.03,1.57473,2.94934,2.90742,2.20364,3,1.98459e-08
1,0,43.3976,0,72.0559,54.9397,43.2928,-1.88966,0,0.57561,0.0610717,0.943181,7.06323,123.794,270.569,270.569,1.41739,201.818,0.739983,3.17486,2.00054,1.53552,3,-1.98459e-08
1,0,43.788,0,90.568,42.5557,76.0819,2.82133,0,0.390706,1.31461,1.16284,6.78426,124.355,276.362,276.362,14.978,263.333,1.19616,3.49784,2.51534,1.38478,3,-1.98459e-08
1,0,63.767,0,80.8555,56.8073,63.8043,1.59019,0,-0.929599,-1.33266,-1.7946,5.49457,125.046,393.501,393.501,5.95529,263.654,1.27235,3.82562,2.87854,2.0098,3,-1.98459e-08
1,0,87.9612,0,116.282,35.5426,85.7124,-0.708117,0,-2.0986,-2.11233,-2.66338,7.97532,125.319,296.325,296.325,4.2374,288.024,2.1356,3.03138,2.69366,0.584869,3,-1.98459e-08
1,0,35.4305,0,53.7432,43.65,41.8165,1.85136,0,0.263778,-1.37979,-1.24891,3.77408,125.041,259.719,259.719,9.55338,189.591,1.39196,2.92928,2.46176,1.72796,3,-1.98459e-08
2,0,65.6031,50.9798,69.1942,51.6728,78.7147,1.38988,1.59571,-1.31648,0.00140822,-1.20624,107.199,124.801,317.797,442.426,23.3531,298.817,1.59458,3.70634,2.53231,2.28414,3,-1.98459e-08
1,0,37.439,0,62.3072,57.6252,53.304,-0.0613924,0,-0.990319,-2.01062,-2.37344,4.72362,124.963,201.774,201.774,9.83521,209.238,1.0119,3.11134,2.96943,2.76158,3,-1.98459e-08
1,0,34.3264,0,82.4399,49.6704,40.8669,2.63386,0,0.844093,0.819619,1.82595,5.81681,125.64,205.305,205.305,10.6594,272.014,1.11406,2.22501,1.32189,0.681204,3,1.98459e-08
2,0,50.925,38.0295,72.0542,26.0959,57.1251,1.31367,1.07476,0.207664,-1.6931,-0.83529,30.8007,124.385,239.095,292.23,0.988793,279.062,1.9883,1.9883,1.65229,0.607457,3,-1.98459e-08
1,0,31.2804,0,64.0262,41.6456,37.3072,1.27163,0,-0.22603,1.13023,0.98798,5.74397,124.414,171.318,171.318,8.21254,214.65,1.77568,2.29516,1.73919,0.0220466,3,-1.98459e-08
1,0,81.2578,0,121.295,28.7898,95.8634,1.1014,0,1.23334,2.02996,1.85295,6.65279,125.185,240.428,240.428,10.3682,367.446,0.99183,3.0641,3.06126,2.36017,3,-1.98459e-08
1,0,30.7307,0,70.5646,56.9017,29.2778,1.58964,0,1.22352,1.47019,2.7444,4.96827,125.044,159.631,159.631,7.14078,196.784,1.51542,2.76688,2.74255,1.17809,3,-1.98459e-08
1,0,37.6142,0,48.7328,42.8505,8.64516,2.34332,0,0.174668,-1.52764,-2.98729,4.47761,126.389,332.067,332.067,6.32839,197.179,3.0696,3.0696,2.17242,1.91954,3,-1.98459e-08
1,0,33.9674,0,88.2596,37.9514,52.8665,-0.121598,0,-1.93396,-1.0882,-2.58559,4.33077,125.207,204.637,204.637,17.7732,246.108,1.25707,3.41955,2.89977,0.589502,3,1.98459e-08
1,1,188.295,0,120.242,63.2822,182.218,-1.79088,0,1.79513,0.482232,1.48987,20.9822,124.856,1007.77,1007.77,15.8103,546.701,0.997132,4.49516,2.71054,2.44869,3,-1.98459e-08
1,0,50.8815,0,51.1727,22.6523,56.2692,1.94695,0,1.45318,-1.12896,1.0668,6.92795,124.031,228.137,228.137,6.66898,155.557,2.88304,2.88304,2.84044,2.57509,3,-1.98459e-08
1,0,46.2876,0,74.4915,38.4251,64.924,-0.130573,0,0.481103,-0.950463,-0.0775139,4.32958,124.394,182.386,182.386,4.82269,238.798,1.0181,3.06343,3.00175,0.552915,3,-1.98459e-08
1,0,87.1368,0,105.833,34.2246,74.2587,0.405877,0,-1.41928,-2.03723,-2.21171,6.22345,124.618,348.065,348.065,15.5416,278.445,2.04769,3.21089,2.64171,1.03481,3,-1.98459e-08
1,0,31.66,0,59.9623,40.1923,30.6249,1.44171,0,2.53074,0.963171,3.31112,6.23928,127.796,166.351,166.351,2.97603,184.921,2.21454,2.73628,2.51022,0.881687,3,-1.98459e-08
1,0,159.691,0,157.701,26.1063,132.67,0.263958,0,-0.655307,-0.566309,-0.84803,25.9841,127.344,380.317,380.317,2.62116,508.369,0.866017,3.25679,3.12436,2.28457,3,-1.98459e-08
1,0,71.9175,0,102.712,37.2043,67.1577,-1.22298,0,-0.463183,-0.0462417,-0.70083,4.95862,125.46,230.107,230.107,1.17774,328.739,0.723054,2.86104,2.75831,2.20309,3,-1.98459e-08
1,0,116.002,0,140.692,67.5902,206.277,-1.00169,0,-0.680479,0.497386,-0.325237,8.23152,124.988,367.129,367.129,80.9835,392.194,3.11021,3.11021,3.09358,1.91656,3,-1.98459e-08
1,1,37.534,0,74.7269,50.6829,62.1255,-1.40658,0,0.966669,-0.00823476,1.10605,5.38218,125.547,238.965,238.965,18.7071,271.073,1.27288,3.77111,2.93069,2.10258,3,-1.98459e-08
1,0,32.4981,0,77.5186,50.6996,27.5171,0.106519,0,-0.638348,-0.777027,-1.96656,4.47942,125.533,169.419,169.419,5.39572,250.674,0.900485,2.67928,2.57366,3.0744,3,1.98459e-08
1,0,80.381,0,84.1295,44.2677,78.0809,-1.49107,0,-1.47633,-0.355323,-1.62494,11.5445,124.821,231.474,231.474,1.95657,280.464,1.49423,2.90535,2.90531,2.67475,3,1.98459e-08
1,0,34.5564,0,71.1293,39.4377,56.0727,-2.24252,0,-0.685332,-2.06385,-2.00987,5.14364,123.738,184.075,184.075,4.58048,187.693,1.09453,3.34955,2.96558,1.36236,3,-1.98459e-08
1,0,380.461,0,233.255,166.467,381.467,-1.35704,0,-0.169953,-0.00898543,-0.108132,25.5966,123.568,940.596,940.596,1.84075,829.954,2.43369,3.10837,2.87277,0.445017,3,-1.98459e-08
1,0,140.066,0,110.303,93.9624,162.811,0.542853,0,1.13399,1.38734,1.45575,12.088,126.039,366.669,366.669,11.0713,389.649,1.5071,2.51089,2.44031,1.95245,3,-1.98459e-08
2,0,200.406,30.0344,224.004,31.8139,222.726,1.26191,-0.179839,1.04904,1.09211,1.1658,135.628,125.893,446.879,509.816,25.1916,667.736,2.25971,2.80835,2.80027,0.749543,3,-1.98459e-08
1,0,63.122,0,107.57,33.9803,82.4479,2.57996,0,-1.09901,-0.290163,-1.38004,9.89954,125.552,577.137,577.137,6.69325,357.191,1.13583,4.83175,3.13225,2.84542,3,-1.98459e-08
1,0,30.4149,0,72.2963,40.7175,32.2439,0.543908,0,1.25374,2.33777,3.00682,4.54223,124.675,175.799,175.799,12.4361,190.414,1.31464,2.8999,2.81168,3.07602,3,-1.98459e-08
1,0,33.3571,0,70.1409,56.8843,23.8523,2.14341,0,1.57805,1.45777,3.1517,7.08387,124.997,164.2,164.2,23.0731,202.623,0.735052,3.14258,3.09131,3.09541,3,-1.98459e-08
1,1,110.025,0,127.559,31.8958,138.474,0.958759,0,1.09452,2.46502,1.67183,11.6779,123.152,299.693,299.693,30.0226,397.613,2.30628,3.08628,3.0833,1.00966,3,-1.98459e-08
1,0,55.8209,0,62.5275,42.7406,36.9022,-1.72633,0,0.259266,1.64095,1.91513,7.27901,125.246,338.651,338.651,11.5862,258.198,1.65971,2.79492,1.96697,1.53787,3,1.98459e-08
1,0,52.0463,0,64.4531,41.0264,27.6486,-2.16345,0,-0.312516,-1.65718,-2.20718,7.19465,126.127,211.31,211.31,9.23348,206.903,0.314698,3.3097,2.74375,2.78074,3,-1.98459e-08
1,0,75.3604,0,71.7224,67.1179,60.9016,0.975779,0,1.85153,1.76591,2.61336,7.5342,124.912,231.707,231.707,6.14717,244.094,2.02747,2.34965,2.18035,0.435817,3,-1.98459e-08
1,0,48.7228,0,79.6922,23.69,57.9507,1.0752,0,0.27449,-1.55735,-0.520941,6.27852,125.087,218.429,218.429,5.69765,208.715,2.09218,2.83802,2.72272,0.648626,3,-1.98459e-08
1,0,96.0654,0,80.6388,32.5873,87.224,1.8361,0,1.12767,-0.599177,0.909703,6.97475,123.287,295.972,295.972,4.28782,249.529,0.623978,2.83129,2.74123,1.80526,3,1.98459e-08
1,0,62.3764,0,127.854,31.9968,107.059,0.602367,0,-1.55134,-2.09538,-2.06689,6.23291,123.821,357.94,357.94,19.2728,392.511,1.76103,3.4849,2.73972,1.9063,3,-1.98459e-08
1,0,37.3209,0,45.5095,41.6012,31.5,0.689357,0,2.86311,0.95371,3.33853,4.34508,125.967,191.738,191.738,3.2356,177.273,2.66177,2.97815,2.03572,0.644403,3,-1.98459e-08
1,0,123.564,0,85.8282,83.8137,138.278,-1.78345,0,-1.17966,-2.03127,-1.87537,11.0402,123.278,310.045,310.045,5.75655,497.629,2.54268,2.54268,2.46995,1.76345,3,1.98459e-08
1,0,35.947,0,53.6672,51.6714,68.4586,-0.646249,0,0.867861,-0.767478,0.130808,7.46827,125.032,182.256,182.256,11.4851,201.755,2.38373,2.38373,1.84109,0.109506,3,-1.98459e-08
1,0,31.7016,0,83.3927,40.4653,48.6611,0.877692,0,-1.99308,-2.84935,-3.28459,5.14752,124.908,345.299,345.299,10.0373,187.219,2.85167,3.93167,2.68639,0.967267,3,-1.98459e-08
1,0,319.666,0,207.83,82.7313,264.067,0.668461,0,0.374647,0.615981,0.487668,16.244,125.302,612.842,612.842,17.725,688.026,1.51035,2.78608,2.77055,1.17259,3,-1.98459e-08
2,0,48.9485,33.0533,83.5058,52.9065,56.8283,2.39049,2.76592,2.48511,2.65699,3.42593,58.6626,124.538,185.866,220.635,5.38597,274.578,1.09325,2.81993,2.81834,1.52351,3,-1.98459e-08
1,0,51.4552,0,73.4559,52.1426,68.5955,0.901317,0,0.240203,1.25912,1.1895,6.07973,124.106,193.436,193.436,8.84375,258.389,1.2748,2.28139,2.1835,1.86832,3,-1.98459e-08
2,0,85.7119,30.5266,114.114,35.7391,96.1914,-0.391154,-1.2948,1.81203,2.57421,2.4849,63.5558,125.256,425.678,564.086,9.281,437.838,3.87023,3.83561,3.13973,0.808619,3,-1.98459e-08
1,0,53.3057,0,86.0858,23.0144,85.9513,0.335041,0,0.122737,2.0907,1.00947,6.42609,122.505,202.345,202.345,7.07172,241.334,2.34371,3.02726,3.0198,0.366635,3,1.98459e-08
1,0,33.2075,0,64.2513,47.66,42.218,-2.0094,0,0.281161,-0.903587,-0.67795,5.98652,124.767,208.974,208.974,2.86294,206.031,1.63556,2.61849,1.2688,1.22627,3,-1.98459e-08
1,1,99.4834,0,111.001,47.5863,112.239,2.95385,0,0.879142,1.61514,1.44796,4.96079,124.68,382.358,382.358,3.67432,376.217,1.42842,3.55082,2.88166,1.75583,3,-1.98459e-08
1,0,74.3853,0,92.6972,25.1432,102.201,1.3225,0,0.44096,-1.52152,-0.12306,7.66503,125.279,287.259,287.259,7.09552,244.319,2.40515,3.20986,3.08644,0.0280357,3,-1.98459e-08
1,1,110.474,0,113.354,75.8111,141.843,-0.269523,0,-0.48974,-0.329233,-0.557103,8.08788,126.039,298.656,298.656,1.61737,426.175,2.38659,2.38659,2.3764,2.8773,3,-1.98459e-08
1,0,33.5441,0,86.9578,43.5127,43.5724,-1.99224,0,-1.33537,-1.08414,-2.28022,3.89751,123.952,172.138,172.138,6.92562,204.644,1.22047,2.98046,2.90717,0.849041,3,-1.98459e-08
1,0,42.2608,0,67.592,62.6371,55.6824,0.994682,0,0.409016,-0.172348,0.310605,4.61132,123.818,190.136,190.136,2.40564,222.685,0.281675,2.18204,2.10197,1.69737,3,-1.98459e-08
1,0,57.8522,0,101.209,32.302,76.7773,-0.525988,0,0.196576,-0.783632,-0.103501,6.59581,123.819,205.599,205.599,2.47175,248.73,0.951971,2.56476,2.46087,2.89086,3,1.98459e-08
2,0,108.793,71.5877,108.848,33.7447,117.896,1.84317,-1.10417,1.93172,0.480861,1.89819,388.793,124.981,281.7,639.1,2.11661,402.807,1.69057,2.55106,2.54953,1.69947,3,-1.98459e-08
